id,valor,peso,volumen,categoria
4456,77.16,35.28,2.98,electronics
4457,15.54,11.52,29.06,food
4458,91.12,18.0,32.12,clothing
4459,29.66,32.05,25.09,tools
4460,46.62,3.15,33.56,tools
4461,77.67,35.51,33.94,medical
4462,61.52,3.43,14.8,clothing
4463,69.04,32.55,36.62,tools
4464,9.57,49.15,12.23,clothing
4465,25.54,15.9,29.13,food
4466,70.55,29.37,1.12,electronics
4467,16.98,2.54,9.37,tools
4468,53.12,35.24,30.65,tools
4469,11.84,15.69,24.92,tools
4470,95.76,49.53,14.14,clothing
4471,63.58,9.54,22.27,electronics
4472,77.2,12.94,15.58,clothing
4473,37.34,3.24,16.13,tools
4474,10.64,48.22,23.21,clothing
4475,6.24,1.94,23.28,clothing
4476,10.59,27.79,28.97,medical
4477,29.96,39.14,35.92,medical
4478,52.59,35.03,5.89,food
4479,67.91,28.94,12.27,clothing
4480,71.39,49.34,34.61,tools
4481,5.26,25.05,15.7,food
4482,36.75,1.39,7.27,electronics
4483,83.7,4.57,9.29,medical
4484,34.74,7.37,16.26,electronics
4485,15.05,27.32,8.17,tools
4486,64.63,33.41,23.33,food
4487,25.79,11.84,13.91,tools
4488,11.63,37.12,2.25,tools
4489,66.1,44.73,33.72,tools
4490,38.84,1.28,30.81,clothing
4491,57.8,21.29,10.88,tools
4492,19.39,45.24,4.45,medical
4493,47.19,39.93,25.03,tools
4494,31.75,34.24,38.35,medical
4495,36.74,43.95,22.94,clothing
4496,47.86,43.0,34.57,tools
4497,21.24,37.11,31.07,electronics
4498,20.91,3.27,38.18,food
4499,44.81,40.4,7.99,tools
4500,89.05,7.93,15.43,clothing
4501,22.72,13.54,39.35,tools
4502,71.02,7.18,36.39,tools
4503,13.63,17.87,7.32,clothing
4504,5.58,10.26,28.32,food
4505,14.4,39.97,29.3,food
4506,11.41,45.44,21.45,tools
4507,54.61,45.58,29.19,electronics
4508,58.73,22.25,31.14,clothing
4509,46.47,27.24,13.96,clothing
4510,12.75,29.84,13.2,medical
4511,70.58,24.05,28.46,tools
4512,41.26,26.32,28.64,electronics
4513,92.13,24.46,30.86,clothing
4514,86.52,4.29,39.18,clothing
4515,94.55,25.92,23.69,food
4516,81.35,14.53,38.5,electronics
4517,87.29,33.21,39.82,food
4518,20.97,37.95,7.34,tools
4519,21.88,11.47,12.49,food
4520,64.4,42.1,9.92,food
4521,10.62,5.35,11.87,electronics
4522,67.21,36.83,37.06,clothing
4523,76.04,4.24,38.98,electronics
4524,59.84,35.82,28.34,food
4525,74.89,37.0,5.98,food
4526,97.97,14.57,28.86,food
4527,25.81,7.43,28.96,medical
4528,39.12,46.59,28.12,tools
4529,28.15,36.17,2.62,food
4530,52.82,21.48,35.57,medical
4531,29.08,10.66,27.61,tools
4532,37.72,39.86,10.0,medical
4533,48.41,18.44,36.22,tools
4534,63.05,11.99,30.95,tools
4535,66.92,49.54,4.5,tools
4536,49.62,19.53,24.72,food
4537,60.29,47.83,9.51,tools
4538,30.05,42.27,29.93,electronics
4539,11.35,19.97,7.33,clothing
4540,12.71,43.56,37.62,medical
4541,51.25,25.55,15.31,clothing
4542,89.06,48.47,17.29,medical
4543,48.75,37.9,35.75,medical
4544,27.22,20.31,6.97,clothing
4545,53.65,20.29,15.11,electronics
4546,60.22,39.16,31.55,electronics
4547,67.32,22.61,17.83,food
4548,70.06,30.63,8.35,food
4549,58.92,17.85,12.79,clothing
4550,40.81,23.23,6.05,food
4551,41.61,22.26,33.53,tools
4552,33.07,8.2,9.44,medical
4553,68.22,46.06,29.81,clothing
4554,71.07,14.06,6.9,clothing
4555,85.76,32.18,38.24,clothing
4556,74.82,47.51,24.17,clothing
4557,14.32,31.52,16.89,food
4558,73.81,45.46,28.74,clothing
4559,59.23,19.63,9.6,clothing
4560,37.19,12.73,6.23,electronics
4561,94.99,48.73,8.28,electronics
4562,68.34,18.87,10.2,food
4563,29.77,10.91,32.79,food
4564,12.37,35.61,15.27,clothing
4565,52.45,2.37,39.23,electronics
4566,40.13,23.88,29.38,clothing
4567,69.14,25.47,32.05,medical
4568,60.75,44.85,32.1,electronics
4569,73.57,47.19,36.73,electronics
4570,94.96,18.66,10.36,electronics
4571,58.61,49.57,11.56,medical
4572,93.46,30.14,20.61,tools
4573,45.94,45.39,5.93,food
4574,37.61,19.13,21.88,tools
4575,59.41,46.34,37.54,electronics
4576,53.26,40.92,8.23,medical
4577,61.61,16.83,37.66,clothing
4578,41.22,15.8,18.42,tools
4579,86.08,12.74,18.67,electronics
4580,17.99,19.03,28.98,tools
4581,30.24,19.86,37.39,electronics
4582,10.0,33.72,11.33,clothing
4583,60.43,13.14,35.99,medical
4584,82.57,15.75,13.35,electronics
4585,25.28,40.67,18.66,medical
4586,25.9,38.75,9.81,tools
4587,7.85,32.64,29.5,medical
4588,94.31,41.28,36.87,food
4589,93.53,4.89,29.47,medical
4590,13.78,46.69,11.95,food
4591,24.87,40.97,26.66,food
4592,46.13,45.39,32.1,electronics
4593,30.37,34.33,35.72,medical
4594,9.62,25.36,26.07,food
4595,87.62,46.75,27.39,clothing
4596,44.04,17.73,29.94,food
4597,26.14,22.79,18.67,clothing
4598,45.85,34.42,16.86,food
4599,49.46,6.46,36.53,tools
4600,92.88,31.84,14.93,food
4601,82.3,46.69,3.45,electronics
4602,35.92,26.44,39.38,tools
4603,7.41,8.45,34.4,food
4604,74.3,4.22,8.27,medical
4605,67.94,47.32,5.68,tools
4606,62.4,12.11,23.37,tools
4607,78.08,11.66,16.52,tools
4608,51.97,9.06,2.37,tools
4609,23.82,31.5,14.69,food
4610,54.22,20.15,36.35,tools
4611,62.09,10.14,29.32,medical
4612,79.49,17.85,29.05,clothing
4613,38.46,44.77,26.71,food
4614,91.41,8.27,6.88,medical
4615,26.55,31.18,35.85,clothing
4616,62.75,1.07,15.18,medical
4617,70.66,41.59,31.49,food
4618,79.28,12.05,9.84,medical
4619,13.28,18.15,2.36,medical
4620,13.71,3.4,39.07,tools
4621,53.59,20.07,20.42,tools
4622,77.63,40.54,33.36,food
4623,41.21,5.83,20.16,food
4624,42.66,18.36,33.97,clothing
4625,26.11,48.17,27.43,food
4626,72.08,48.22,20.23,medical
4627,92.69,38.34,21.83,electronics
4628,79.04,24.45,13.65,electronics
4629,17.45,11.28,38.82,food
4630,98.3,49.14,6.52,food
4631,92.37,25.91,25.75,clothing
4632,32.74,49.86,14.5,clothing
4633,19.66,40.97,39.64,food
4634,21.97,47.96,16.8,medical
4635,22.39,44.53,39.72,electronics
4636,25.05,33.15,36.11,food
4637,84.15,32.14,29.16,food
4638,11.33,32.74,21.73,electronics
4639,42.7,39.86,11.76,food
4640,5.6,33.78,9.94,clothing
4641,95.23,38.84,26.47,electronics
4642,19.11,44.54,3.8,medical
4643,21.58,33.39,20.84,electronics
4644,68.08,12.23,33.3,medical
4645,67.4,19.92,13.24,electronics
4646,80.12,3.21,13.42,clothing
4647,11.91,9.54,25.42,tools
4648,39.99,21.98,29.09,tools
4649,12.36,38.55,27.26,electronics
4650,45.69,1.83,37.4,tools
4651,59.74,19.42,39.41,clothing
4652,35.5,27.81,14.95,food
4653,10.72,40.37,32.64,tools
4654,29.09,22.3,7.17,tools
4655,11.76,43.48,20.35,food
4656,74.25,5.4,12.99,food
4657,59.3,37.84,17.77,clothing
4658,43.34,27.07,26.24,medical
4659,8.45,47.79,19.51,tools
4660,20.67,25.04,19.87,tools
4661,80.8,49.27,8.23,medical
4662,66.94,34.07,2.1,electronics
4663,71.07,48.23,21.86,medical
4664,66.63,21.6,10.25,food
4665,94.37,34.56,36.1,electronics
4666,24.29,30.53,25.57,medical
4667,36.24,10.23,38.2,clothing
4668,65.51,9.9,5.86,tools
4669,20.06,29.72,14.73,tools
4670,78.59,24.83,15.75,electronics
4671,58.49,23.35,36.94,medical
4672,5.65,3.45,6.47,clothing
4673,49.11,16.0,22.25,medical
4674,52.16,15.59,18.47,medical
4675,92.72,44.36,4.47,food
4676,41.64,18.03,27.93,tools
4677,29.41,17.2,1.9,food
4678,38.54,35.25,19.34,tools
4679,60.94,19.92,11.62,medical
4680,63.56,48.18,18.21,tools
4681,88.86,28.71,14.97,clothing
4682,71.11,11.91,9.03,electronics
4683,61.39,36.23,7.99,electronics
4684,15.46,26.92,19.04,food
4685,45.52,12.5,4.06,electronics
4686,63.34,45.89,25.21,clothing
4687,84.85,38.41,24.86,electronics
4688,92.65,21.28,17.95,electronics
4689,97.38,37.93,35.11,electronics
4690,75.81,16.06,11.04,tools
4691,80.21,15.96,5.73,clothing
4692,93.16,29.87,30.37,food
4693,84.21,47.29,11.08,clothing
4694,47.83,12.09,35.36,medical
4695,30.06,26.77,27.36,clothing
4696,21.28,12.0,24.14,clothing
4697,44.91,30.67,19.6,food
4698,98.89,33.78,21.79,clothing
4699,60.35,46.75,4.89,food
4700,14.84,1.39,35.87,clothing
4701,47.33,4.0,7.76,medical
4702,77.36,24.47,12.75,clothing
4703,38.04,15.07,28.68,medical
4704,40.2,24.16,23.84,food
4705,8.54,1.5,12.77,clothing
4706,46.12,15.91,37.23,food
4707,73.74,11.95,3.13,tools
4708,18.44,37.13,14.88,food
4709,78.98,11.0,34.69,electronics
4710,86.55,43.35,21.62,clothing
4711,42.2,17.21,14.16,medical
4712,96.57,28.21,17.78,tools
4713,92.66,30.86,37.83,electronics
4714,72.05,28.07,8.38,electronics
4715,42.67,11.84,3.83,clothing
4716,57.32,3.35,8.98,food
4717,23.1,20.96,37.38,food
4718,8.18,13.18,13.09,electronics
4719,22.4,20.92,26.58,tools
4720,33.62,33.5,28.85,medical
4721,52.92,34.96,32.24,medical
4722,79.24,27.47,2.09,clothing
4723,80.19,49.44,26.39,food
4724,59.06,14.75,30.38,tools
4725,19.53,40.43,4.5,medical
4726,46.62,15.02,19.17,food
4727,99.39,15.8,33.82,tools
4728,19.74,27.29,31.86,electronics
4729,94.99,9.01,32.79,clothing
4730,94.71,21.68,14.2,medical
4731,76.4,36.76,30.4,food
4732,23.9,7.54,39.77,clothing
4733,80.35,1.46,1.63,electronics
4734,43.12,49.58,9.41,tools
4735,26.82,11.75,10.89,medical
4736,46.89,36.97,5.79,medical
4737,79.41,18.89,32.82,medical
4738,86.31,7.96,19.66,clothing
4739,38.0,40.88,10.72,tools
4740,21.49,32.45,9.21,tools
4741,94.45,9.48,10.0,clothing
4742,57.83,13.66,20.02,food
4743,7.76,14.27,36.8,food
4744,9.43,27.47,18.88,clothing
4745,81.9,40.06,36.77,tools
4746,13.63,36.17,38.35,food
4747,32.8,44.17,3.28,medical
4748,92.05,13.69,35.44,medical
4749,74.32,47.96,33.44,medical
4750,66.01,34.86,13.52,electronics
4751,44.32,31.49,33.46,food
4752,92.94,3.45,15.03,clothing
4753,26.6,43.75,18.19,medical
4754,64.75,17.63,35.02,tools
4755,22.09,16.52,2.56,clothing
4756,79.28,17.82,16.37,clothing
4757,31.77,13.48,20.78,food
4758,94.98,24.79,25.46,medical
4759,59.47,47.08,31.98,tools
4760,17.35,5.21,2.84,clothing
4761,48.5,26.16,10.19,electronics
4762,98.34,28.09,32.49,clothing
4763,9.75,45.9,39.06,tools
4764,48.17,3.42,33.15,electronics
4765,70.89,40.1,37.37,clothing
4766,19.35,6.07,38.89,clothing
4767,28.92,18.39,24.33,tools
4768,51.93,9.46,6.54,medical
4769,94.81,37.67,10.74,clothing
4770,48.17,9.01,15.07,electronics
4771,19.22,6.54,7.87,electronics
4772,70.08,13.77,35.28,medical
4773,85.75,10.43,8.62,tools
4774,70.77,41.01,8.89,electronics
4775,32.97,22.7,36.29,tools
4776,33.95,42.19,20.46,clothing
4777,60.11,17.2,11.57,tools
4778,81.42,1.51,15.59,medical
4779,77.77,34.53,3.78,electronics
4780,23.0,34.41,20.38,clothing
4781,71.69,9.9,17.66,food
4782,20.2,44.0,29.9,medical
4783,27.15,10.06,36.93,medical
4784,35.3,9.35,36.57,clothing
4785,19.59,21.5,35.55,electronics
4786,56.56,7.95,24.58,tools
4787,67.14,29.06,37.17,food
4788,61.29,6.73,13.58,medical
4789,25.74,8.43,13.39,clothing
4790,43.21,22.36,19.07,food
4791,66.35,9.45,25.27,electronics
4792,68.09,47.74,2.67,medical
4793,12.22,33.5,25.32,tools
4794,66.4,28.01,4.79,food
4795,73.77,11.93,21.99,tools
4796,9.14,29.12,34.22,food
4797,71.92,8.69,32.94,tools
4798,21.79,8.44,38.04,food
4799,79.3,19.23,12.55,tools
4800,72.57,27.38,34.92,clothing
4801,44.63,25.48,16.66,tools
4802,14.88,29.56,21.7,electronics
4803,57.85,3.87,13.06,electronics
4804,76.26,42.02,27.28,tools
4805,80.49,9.71,37.19,medical
4806,47.01,26.7,10.54,electronics
4807,54.47,39.02,38.43,medical
4808,31.77,43.64,30.21,tools
4809,61.6,36.49,9.49,food
4810,15.62,7.9,37.28,food
4811,22.01,10.47,1.67,tools
4812,9.32,8.99,10.86,food
4813,80.6,6.53,29.58,clothing
4814,92.12,28.85,34.61,tools
4815,13.55,43.27,18.41,medical
4816,60.87,30.11,24.91,clothing
4817,70.61,5.73,7.27,food
4818,15.53,27.93,3.22,medical
4819,45.11,2.03,27.84,food
4820,72.09,4.06,14.57,food
4821,76.06,27.42,8.54,medical
4822,22.91,5.72,13.55,tools
4823,36.03,9.79,10.53,clothing
4824,90.42,27.94,1.07,electronics
4825,57.55,8.93,17.3,clothing
4826,21.24,39.14,30.92,tools
4827,10.67,20.51,28.2,food
4828,83.15,38.06,37.41,food
4829,21.84,28.23,35.69,clothing
4830,62.89,19.88,31.79,food
4831,25.38,24.7,36.11,tools
4832,53.04,32.11,35.45,clothing
4833,91.74,37.75,30.95,food
4834,42.78,6.13,17.93,electronics
4835,96.69,6.32,38.95,food
4836,19.73,25.79,7.12,food
4837,73.11,8.47,27.25,clothing
4838,74.45,11.97,36.01,medical
4839,75.03,36.69,3.47,medical
4840,35.91,46.96,29.72,tools
4841,43.58,44.89,20.23,tools
4842,66.81,21.7,25.54,electronics
4843,83.42,9.19,25.76,clothing
4844,54.65,42.96,32.72,food
4845,78.18,31.44,19.22,medical
4846,95.87,6.72,36.81,tools
4847,38.47,30.08,23.6,clothing
4848,66.11,27.51,12.66,medical
4849,21.93,34.1,39.64,food
4850,71.64,19.47,28.14,medical
4851,55.72,38.42,24.85,electronics
4852,59.6,5.62,13.62,food
4853,34.26,25.85,23.05,food
4854,37.63,11.95,11.64,medical
4855,64.69,1.44,18.33,electronics
4856,89.23,29.39,24.71,medical
4857,30.47,24.28,30.83,medical
4858,45.19,49.43,12.88,medical
4859,59.54,20.42,1.84,tools
4860,57.56,30.17,12.97,medical
4861,29.22,18.25,25.09,clothing
4862,32.0,14.51,38.19,food
4863,81.26,40.3,34.03,tools
4864,44.04,12.88,33.72,clothing
4865,94.65,17.82,16.55,clothing
4866,55.96,27.13,39.89,electronics
4867,78.76,27.15,11.34,electronics
4868,5.94,30.64,26.85,clothing
4869,81.59,43.92,13.74,food
4870,16.24,44.49,2.22,medical
4871,18.26,23.48,16.47,electronics
4872,57.52,45.18,1.71,clothing
4873,22.02,27.2,10.85,clothing
4874,14.92,11.85,22.69,clothing
4875,59.45,10.31,26.96,tools
4876,36.34,15.95,32.78,clothing
4877,27.51,30.16,19.48,tools
4878,57.57,21.38,34.75,tools
4879,19.19,48.05,31.74,tools
4880,9.49,11.43,27.51,medical
4881,77.18,20.76,24.09,clothing
4882,38.81,10.96,36.54,electronics
4883,41.8,5.76,11.18,clothing
4884,23.2,22.48,22.11,electronics
4885,46.04,28.9,20.6,medical
4886,91.83,45.7,26.49,clothing
4887,49.85,21.31,26.07,tools
4888,7.97,31.92,8.96,electronics
4889,89.41,7.02,10.01,electronics
4890,33.79,48.48,6.13,clothing
4891,94.12,20.28,11.7,electronics
4892,95.7,28.37,37.24,electronics
4893,20.66,47.06,15.74,food
4894,16.1,45.6,24.84,medical
4895,87.86,7.71,37.37,food
4896,22.5,42.9,5.87,tools
4897,36.52,11.56,25.77,electronics
4898,46.76,2.44,20.46,medical
4899,90.57,15.88,12.25,electronics
4900,40.37,11.92,18.05,food
4901,14.16,41.38,10.04,food
4902,34.69,24.97,4.19,food
4903,32.31,36.7,9.51,food
4904,71.64,43.23,24.24,tools
4905,75.4,20.32,26.68,tools
4906,93.4,4.33,28.97,medical
4907,27.5,39.16,6.58,medical
4908,51.99,21.85,11.56,clothing
4909,74.49,31.26,22.67,electronics
4910,57.64,9.38,23.79,electronics
4911,21.18,42.24,6.46,electronics
4912,14.63,6.67,20.59,medical
4913,39.98,5.12,3.6,electronics
4914,92.04,26.93,25.83,electronics
4915,34.31,5.54,18.48,electronics
4916,30.58,12.29,15.28,food
4917,38.88,7.92,18.1,clothing
4918,74.52,42.81,12.54,medical
4919,16.31,29.45,28.39,clothing
4920,48.65,13.74,34.05,clothing
4921,24.3,17.34,20.04,clothing
4922,7.88,10.57,21.66,medical
4923,12.9,39.59,27.85,food
4924,83.42,26.54,24.43,food
4925,45.58,2.83,19.5,clothing
4926,89.51,40.79,22.72,electronics
4927,80.47,24.52,19.53,tools
4928,32.1,28.19,8.17,tools
4929,34.78,6.99,27.97,medical
4930,36.04,33.38,37.14,food
4931,50.85,40.48,20.96,tools
4932,53.63,43.31,14.89,medical
4933,22.86,14.68,15.88,tools
4934,74.85,22.69,15.78,food
4935,61.29,20.48,37.35,electronics
4936,26.33,40.87,6.33,clothing
4937,59.68,44.54,25.54,medical
4938,29.89,45.4,3.05,clothing
4939,59.64,39.72,27.89,tools
4940,9.58,30.18,14.27,food
4941,59.86,27.03,10.12,electronics
4942,20.55,35.51,22.07,medical
4943,68.04,15.23,12.21,electronics
4944,42.04,37.07,21.07,clothing
4945,33.27,37.8,36.14,clothing
4946,73.8,29.56,18.08,clothing
4947,91.53,19.18,31.23,medical
4948,36.22,35.79,14.59,clothing
4949,17.01,26.4,5.34,clothing
4950,9.88,8.03,18.2,clothing
4951,48.96,27.4,26.75,tools
4952,82.9,15.66,22.08,clothing
4953,91.19,23.14,4.2,tools
4954,92.99,37.78,21.64,electronics
4955,92.92,40.73,31.81,food
4956,45.42,38.27,7.24,medical
4957,98.29,6.14,8.11,food
4958,65.63,11.29,20.61,medical
4959,85.65,6.59,4.19,food
4960,62.93,49.31,33.54,tools
4961,31.13,45.91,23.48,tools
4962,75.1,31.24,36.76,clothing
4963,64.88,9.18,5.11,medical
4964,59.82,19.15,6.76,medical
4965,92.84,29.67,9.62,electronics
4966,13.5,41.62,13.21,clothing
4967,56.15,2.01,29.15,tools
4968,78.04,33.78,8.61,medical
4969,6.9,37.48,5.75,food
4970,79.79,4.91,10.7,clothing
4971,16.94,29.1,19.5,food
4972,66.4,16.44,5.73,medical
4973,9.01,3.89,21.71,clothing
4974,80.77,42.92,28.97,tools
4975,31.92,3.99,6.29,food
4976,72.89,11.12,3.72,electronics
4977,93.6,39.96,21.71,food
4978,41.02,20.7,36.69,tools
4979,25.62,18.09,29.1,medical
4980,58.99,11.24,10.44,clothing
4981,10.73,1.35,14.02,electronics
4982,97.67,48.85,33.82,medical
4983,13.58,32.01,12.38,food
4984,13.17,17.38,16.05,medical
4985,27.74,24.88,8.25,electronics
4986,80.04,6.67,15.81,food
4987,42.32,34.26,2.66,food
4988,84.64,45.64,19.39,food
4989,48.41,42.91,22.24,medical
4990,99.69,32.86,16.98,electronics
4991,91.84,15.45,21.33,medical
4992,81.69,13.56,32.86,medical
4993,12.27,44.77,25.31,medical
4994,96.1,16.84,35.77,electronics
4995,55.86,41.09,36.84,medical
4996,83.68,3.1,15.56,tools
4997,8.56,33.79,22.33,food
4998,51.59,11.49,11.3,medical
4999,44.87,21.69,37.41,clothing
5000,87.87,13.9,11.11,electronics
5001,48.06,26.91,23.58,clothing
5002,35.11,11.36,1.84,medical
5003,59.64,3.2,20.32,electronics
5004,71.04,43.17,26.71,clothing
5005,64.54,34.91,1.14,food
5006,21.45,27.29,34.47,clothing
5007,53.37,38.5,34.98,electronics
5008,15.63,35.64,33.42,electronics
5009,56.08,44.75,6.3,medical
5010,16.71,14.03,8.67,medical
5011,81.57,48.03,39.42,tools
5012,76.97,42.12,33.01,tools
5013,24.29,47.41,24.04,clothing
5014,90.61,25.86,9.02,medical
5015,47.1,37.62,38.51,food
5016,74.57,11.51,12.07,medical
5017,47.7,41.64,4.68,tools
5018,62.48,31.51,5.4,electronics
5019,23.34,41.47,35.06,tools
5020,22.7,7.26,6.2,electronics
5021,79.81,48.52,37.03,tools
5022,67.24,9.35,34.93,tools
5023,63.07,36.48,14.89,medical
5024,17.73,14.16,11.9,tools
5025,10.38,34.82,27.89,electronics
5026,14.47,11.54,11.56,food
5027,84.82,32.52,3.32,medical
5028,72.89,16.17,38.24,food
5029,18.7,14.58,38.13,tools
5030,60.8,37.03,19.51,medical
5031,98.38,43.41,23.4,food
5032,22.42,19.29,39.68,electronics
5033,80.38,10.09,1.55,food
5034,21.38,5.88,21.81,clothing
5035,9.9,10.43,15.92,medical
5036,14.43,19.69,2.96,tools
5037,19.18,20.57,28.08,food
5038,10.33,46.57,31.38,tools
5039,61.48,39.19,10.22,medical
5040,73.54,4.43,15.06,medical
5041,96.05,29.59,1.39,medical
5042,50.2,16.34,3.34,medical
5043,28.12,17.34,32.12,tools
5044,7.47,23.61,25.0,tools
5045,23.0,39.16,26.52,food
5046,20.22,6.35,22.08,medical
5047,58.81,37.42,19.43,tools
5048,67.23,25.29,8.24,tools
5049,81.41,13.44,34.94,electronics
5050,75.63,39.83,39.95,tools
5051,59.1,27.81,39.72,tools
5052,50.03,1.31,11.02,food
5053,43.67,49.18,6.64,food
5054,77.16,15.36,31.67,food
5055,22.45,8.07,26.27,tools
5056,18.69,9.87,36.54,electronics
5057,76.76,7.95,29.57,tools
5058,60.42,15.95,33.11,medical
5059,88.91,19.42,1.88,food
5060,44.96,31.65,13.32,food
5061,92.68,24.05,4.08,medical
5062,62.25,15.71,22.73,food
5063,30.68,17.9,27.99,clothing
5064,56.3,6.49,2.45,tools
5065,15.1,33.7,13.47,clothing
5066,60.24,42.24,7.66,medical
5067,56.35,20.83,30.54,electronics
5068,74.59,40.31,35.51,electronics
5069,50.5,21.97,35.27,clothing
5070,69.07,7.22,19.08,tools
5071,91.25,25.51,11.5,medical
5072,29.59,26.05,10.0,clothing
5073,97.76,48.86,5.27,tools
5074,51.62,31.37,23.12,tools
5075,46.53,3.14,16.74,clothing
5076,93.66,38.66,37.75,food
5077,42.34,48.14,25.39,food
5078,79.62,49.0,11.87,electronics
5079,53.44,14.25,37.84,tools
5080,52.9,6.75,23.39,clothing
5081,43.97,14.44,8.31,tools
5082,20.98,49.9,8.77,medical
5083,70.2,37.38,34.78,electronics
5084,90.75,1.07,9.12,food
5085,5.19,2.01,22.39,medical
5086,28.62,15.29,28.86,medical
5087,48.08,30.09,24.88,tools
5088,54.04,29.02,31.35,tools
5089,16.53,6.84,32.13,tools
5090,60.07,42.94,4.6,clothing
5091,76.53,31.76,33.0,food
5092,70.12,10.88,18.81,clothing
5093,68.96,47.31,23.51,medical
5094,75.3,31.27,16.14,clothing
5095,80.54,17.51,22.19,tools
5096,94.57,43.46,22.36,medical
5097,100.0,20.04,2.58,tools
5098,92.53,40.98,38.93,clothing
5099,31.35,11.74,17.95,tools
5100,73.69,12.97,18.38,tools
5101,54.72,5.17,4.61,clothing
5102,57.75,19.1,11.11,clothing
5103,18.44,29.09,32.39,food
5104,97.41,10.27,11.13,tools
5105,11.5,10.97,30.74,electronics
5106,44.22,2.47,13.54,clothing
5107,62.68,13.27,23.7,electronics
5108,87.01,22.17,6.78,tools
5109,14.07,27.98,11.41,tools
5110,81.96,35.61,22.02,tools
5111,70.43,8.46,6.37,food
5112,53.77,30.23,30.92,tools
5113,19.18,44.64,6.49,clothing
5114,37.93,44.47,20.38,electronics
5115,90.96,23.91,31.8,electronics
5116,65.53,10.44,13.15,food
5117,37.72,23.27,1.33,tools
5118,20.15,5.64,31.09,food
5119,57.41,17.27,22.41,medical
5120,94.14,31.79,31.67,electronics
5121,37.87,1.88,26.96,medical
5122,15.87,2.55,19.12,food
5123,25.81,13.96,16.93,tools
5124,13.1,28.52,21.37,medical
5125,13.23,5.4,35.28,food
5126,24.05,45.3,23.14,medical
5127,11.52,5.39,2.15,electronics
5128,94.92,36.05,1.45,medical
5129,46.35,16.93,38.27,electronics
5130,34.65,36.54,38.86,electronics
5131,67.23,44.8,39.16,medical
5132,98.82,42.75,12.69,tools
5133,15.17,5.32,10.23,electronics
5134,52.43,37.43,25.41,food
5135,96.58,16.15,33.97,electronics
5136,27.31,28.36,17.45,medical
5137,99.92,27.2,7.36,electronics
5138,76.9,37.72,5.92,medical
5139,68.48,9.98,18.67,tools
5140,53.39,42.52,28.44,medical
5141,93.82,46.66,31.54,food
5142,86.31,14.53,3.99,clothing
5143,88.54,44.31,16.94,clothing
5144,46.99,42.96,11.51,clothing
5145,32.88,23.89,4.14,food
5146,59.93,32.32,15.1,tools
5147,44.21,46.7,32.44,electronics
5148,52.56,24.69,12.75,food
5149,16.93,16.35,11.6,food
5150,34.22,16.05,17.35,medical
5151,57.03,47.43,6.88,electronics
5152,80.11,22.21,10.86,electronics
5153,20.54,13.58,31.64,tools
5154,97.14,33.34,11.78,electronics
5155,66.07,5.31,5.83,clothing
5156,51.84,10.58,22.47,clothing
5157,18.94,13.2,34.43,medical
5158,27.18,12.04,27.41,electronics
5159,52.54,43.34,32.45,tools
5160,55.18,14.58,32.25,clothing
5161,7.2,20.85,11.13,tools
5162,38.0,5.82,4.93,tools
5163,22.27,8.89,35.25,electronics
5164,23.63,37.74,4.21,food
5165,28.48,2.44,28.62,tools
5166,34.54,37.45,21.59,tools
5167,83.26,12.75,6.55,clothing
5168,41.58,49.39,8.9,tools
5169,99.95,10.88,24.19,clothing
5170,83.67,31.52,36.58,tools
5171,12.62,40.57,2.26,tools
5172,24.94,46.03,19.52,tools
5173,27.87,37.76,20.36,tools
5174,61.02,23.87,26.44,medical
5175,9.33,37.71,35.5,medical
5176,88.99,8.62,39.52,electronics
5177,69.96,31.23,30.3,tools
5178,73.57,13.66,23.69,electronics
5179,85.31,32.17,33.04,electronics
5180,87.4,46.14,25.52,tools
5181,24.57,22.44,9.71,clothing
5182,20.74,6.85,19.43,food
5183,58.02,34.12,33.65,clothing
5184,75.74,24.11,31.4,clothing
5185,77.24,36.04,19.25,medical
5186,15.05,2.35,27.92,tools
5187,79.02,24.03,33.56,food
5188,89.91,34.17,35.29,clothing
5189,65.21,19.83,19.76,tools
5190,55.87,24.77,33.66,tools
5191,47.5,21.54,34.67,tools
5192,22.3,15.05,1.58,clothing
5193,39.8,18.24,34.82,clothing
5194,7.99,9.32,11.02,electronics
5195,23.44,38.63,9.32,medical
5196,96.58,8.95,33.15,medical
5197,60.58,39.68,15.99,medical
5198,57.39,42.5,11.12,medical
5199,6.89,40.24,27.61,electronics
5200,11.3,31.37,5.62,clothing
5201,85.72,45.81,15.22,food
5202,13.5,3.69,5.5,medical
5203,89.99,41.35,16.15,tools
5204,50.63,1.47,8.71,tools
5205,98.03,47.79,26.3,electronics
5206,89.81,8.67,34.09,tools
5207,63.9,43.42,23.54,electronics
5208,56.47,15.35,3.57,tools
5209,5.97,45.73,29.81,clothing
5210,81.89,4.66,1.6,food
5211,9.45,5.95,36.55,medical
5212,50.25,18.87,32.49,clothing
5213,98.97,35.22,16.77,food
5214,26.95,43.52,24.96,electronics
5215,27.1,27.95,4.65,electronics
5216,6.62,6.81,30.68,medical
5217,44.96,38.67,7.06,clothing
5218,82.92,29.68,17.55,tools
5219,35.41,13.09,14.14,tools
5220,18.0,38.75,36.33,medical
5221,36.3,5.83,10.13,electronics
5222,77.68,25.39,4.84,electronics
5223,29.66,19.44,37.62,tools
5224,77.43,40.79,19.01,food
